bed 0 202 398 511 0.99822 0.001475 bed
box 372 45 391 64 0.193638 0.518043 BG
box 406 255 452 272 0.158503 0.733258 BG
box 370 56 375 64 0.158462 0.563587 BG
box 417 262 431 270 0.138332 0.839444 BG
box 404 266 441 275 0.135838 0.844291 BG
box 429 269 435 271 0.124483 0.846415 BG
box 273 512 277 519 0.112573 0.393543 BG
box 272 509 314 525 0.106713 0.367456 BG
box 429 266 451 272 0.106457 0.856065 BG
box 437 119 443 127 0.101419 0.342107 BG
person 576 10 715 268 0.878375 0.117165 person
person 656 35 727 221 0.728644 0.256095 person
person 686 50 729 138 0.500687 0.497134 BG
person 590 3 662 69 0.413332 0.558622 BG
person 716 66 729 133 0.365552 0.616274 BG
person 561 128 649 268 0.327887 0.640794 BG
person 630 63 686 235 0.282076 0.698889 BG
person 704 102 718 131 0.241013 0.726305 BG
person 702 97 718 111 0.20441 0.781853 BG
person 717 98 720 105 0.184211 0.797553 BG
person 601 18 629 53 0.183109 0.806607 BG
person 575 21 628 108 0.181585 0.770521 BG
person 591 192 618 258 0.174063 0.823183 BG
person 682 90 703 135 0.163245 0.831288 BG
person 717 59 729 73 0.158984 0.829174 BG
person 669 170 678 186 0.155868 0.837138 BG
person 546 92 583 189 0.151482 0.797254 BG
person 677 164 684 179 0.143765 0.846092 BG
person 663 66 719 107 0.14161 0.858245 BG
person 606 210 618 248 0.138193 0.859594 BG
person 709 94 719 99 0.138147 0.855038 BG
person 721 248 729 280 0.132712 0.407646 BG
person 645 155 675 208 0.13255 0.833442 BG
person 665 111 705 199 0.132193 0.828808 BG
person 709 56 717 60 0.130612 0.860247 BG
person 720 78 726 94 0.127349 0.871952 BG
person 653 12 729 64 0.121375 0.856540 BG
person 558 191 616 311 0.115557 0.828334 BG
person 702 97 704 100 0.107289 0.888838 BG
person 572 98 595 172 0.103917 0.862307 BG
night_stand 402 221 488 380 0.174714 0.449160 night_stand
lamp 302 77 377 143 0.159132 0.502410 BG
bag 679 288 729 383 0.301031 0.310978 BG
bag 714 400 729 408 0.220955 0.275254 BG
garbage_bin 384 306 387 319 0.171933 0.774160 BG
garbage_bin 383 297 400 362 0.145624 0.831703 BG
