chair 302 204 469 442 0.961229 0.038248 chair
box 225 160 252 245 0.10634 0.253043 BG
box 35 143 40 151 0.106238 0.091549 BG
box 222 5 248 128 0.10608 0.115153 BG
box 304 494 309 502 0.105365 0.612844 BG
box 99 300 102 306 0.104929 0.402761 BG
box 191 156 192 159 0.103484 0.079222 BG
box 184 92 187 102 0.101007 0.064777 BG
box 174 10 177 15 0.100397 0.285770 BG
box 4 193 6 195 0.100035 0.312493 BG
whiteboard 448 319 720 436 0.1602 0.740094 BG
garbage_bin 40 46 43 47 0.178754 0.212889 BG
garbage_bin 38 163 45 178 0.172855 0.263595 BG
garbage_bin 211 351 212 361 0.165913 0.114373 BG
garbage_bin 12 59 141 490 0.16182 0.571482 BG
garbage_bin 36 41 43 50 0.160796 0.371508 BG
garbage_bin 34 143 40 151 0.153712 0.091549 BG
garbage_bin 254 373 261 379 0.148565 0.459670 BG
garbage_bin 80 417 93 423 0.143551 0.698032 BG
garbage_bin 45 190 56 202 0.137787 0.423039 BG
garbage_bin 0 258 24 304 0.135662 0.095643 BG
garbage_bin 0 303 36 358 0.123293 0.073447 BG
garbage_bin 223 127 233 136 0.12112 0.081822 BG
garbage_bin 557 470 577 512 0.120471 0.402608 BG
garbage_bin 206 79 209 88 0.114726 0.061550 BG
garbage_bin 74 173 82 183 0.114245 0.352728 BG
garbage_bin 114 384 118 396 0.113926 0.421074 BG
garbage_bin 70 35 72 40 0.113268 0.062781 BG
garbage_bin 198 219 202 224 0.107391 0.075707 BG
garbage_bin 183 80 185 84 0.107242 0.062846 BG
garbage_bin 197 224 201 238 0.102374 0.073623 BG
garbage_bin 183 87 187 102 0.102243 0.063842 BG
garbage_bin 181 70 185 84 0.102172 0.068715 BG
