cabinet 350 11 454 214 0.171962 0.771743 cabinet
table 200 49 298 221 0.115337 0.605060 BG
door 553 9 616 185 0.219025 0.679602 BG
door 547 81 551 93 0.138713 0.742038 BG
picture 0 106 40 131 0.522034 0.192980 BG
picture 687 5 729 69 0.417558 0.434946 BG
picture 3 129 7 134 0.413887 0.289747 BG
picture 0 114 7 131 0.35404 0.186899 BG
picture 30 109 40 128 0.332838 0.476776 BG
picture 101 1 139 15 0.246166 0.491304 BG
picture 84 2 196 26 0.211949 0.586301 BG
picture 3 82 99 170 0.201944 0.480784 BG
picture 21 135 26 137 0.195925 0.674683 BG
picture 34 127 40 133 0.179766 0.631119 BG
picture 35 1 99 12 0.126064 0.347532 BG
picture 154 1 230 20 0.125399 0.750331 BG
picture 22 137 41 160 0.110951 0.676278 BG
picture 585 111 601 115 0.107302 0.723535 BG
paper 2 157 55 173 0.297646 0.491400 BG
paper 1 163 14 173 0.295833 0.652478 BG
paper 10 162 15 166 0.295658 0.636744 BG
paper 1 173 5 173 0.241847 0.725781 BG
paper 2 170 44 179 0.209072 0.532768 BG
paper 702 289 729 295 0.156599 0.162543 BG
paper 653 280 727 295 0.123566 0.466937 BG
paper 1 410 14 429 0.111954 0.589724 BG
paper 35 0 96 12 0.110161 0.347532 BG
paper 21 92 39 130 0.106877 0.316973 BG
paper 24 102 26 106 0.102654 0.388271 BG
box 23 102 27 107 0.427476 0.388271 BG
box 5 94 40 130 0.314205 0.200356 BG
box 175 85 179 97 0.278834 0.458903 BG
box 0 115 8 130 0.276024 0.186899 BG
box 112 100 148 123 0.224824 0.552257 BG
box 685 11 716 55 0.203648 0.583999 BG
box 2 140 53 174 0.191678 0.462438 BG
box 184 85 191 97 0.191148 0.597149 BG
box 138 100 147 120 0.16815 0.674544 BG
box 34 1 100 12 0.165126 0.347532 BG
box 112 104 118 123 0.159369 0.672966 BG
box 178 80 189 106 0.155503 0.500916 BG
box 309 100 322 129 0.154707 0.539028 BG
box 130 83 163 121 0.151143 0.585580 BG
box 11 112 27 130 0.149581 0.455821 BG
box 5 88 96 170 0.144158 0.480784 BG
box 4 130 7 133 0.141584 0.289747 BG
box 184 85 195 111 0.141078 0.625429 BG
box 314 82 344 121 0.141051 0.604978 BG
box 195 84 203 98 0.133737 0.693208 BG
box 229 115 235 131 0.128189 0.665942 BG
box 251 110 268 150 0.127994 0.590270 BG
box 230 108 261 151 0.121717 0.574851 BG
box 92 103 114 125 0.118761 0.730440 BG
box 190 99 193 105 0.11594 0.655698 BG
box 156 89 167 113 0.108553 0.672520 BG
person 274 97 307 156 0.101857 0.598880 BG
lamp 240 90 258 108 0.794142 0.177070 BG
lamp 209 85 267 153 0.785269 0.117003 BG
lamp 220 89 242 109 0.768898 0.205631 BG
lamp 12 15 110 194 0.725137 0.198726 BG
lamp 254 89 259 93 0.660795 0.300934 BG
lamp 214 90 224 108 0.556584 0.399244 BG
lamp 117 47 342 168 0.262338 0.517840 BG
lamp 252 94 258 107 0.247048 0.540400 BG
lamp 55 83 102 105 0.244577 0.678111 BG
lamp 84 90 85 92 0.205747 0.710282 BG
lamp 311 98 349 157 0.16193 0.527358 BG
lamp 53 47 156 157 0.152899 0.754372 BG
lamp 56 88 93 138 0.109675 0.559533 BG
lamp 504 94 539 136 0.102585 0.869751 BG
